2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]/D-Galactose [[M+Na]]/Galactose [[M+Na]]	D-Glucose [[M+Na]]	D-Mannose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Inositol [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Threonine [[M+NH4]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N1-Acetylspermine [[M+Na]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	MaxOD	Summary_y
16356.67441860465	6891.372093023256	183.72093023255812	107.4767441860465	3013.9418604651164	762.4418604651163	3261.9651162790697	8957.313953488372	38663.151162790695	14600.302325581397	22.046511627906977	3523.767441860465	4657.325581395348	633.8372093023256	1303.5	5846.0	1187.7558139534883	1187.7558139534883	44.093023255813954	60.31909801724996	44.093023255813954	1481.7093023255811	1147.3372093023256	32468.08139534884	801.9418604651163	379.3837209302325	63.660166865579605	40042.895348837206	3350.151162790697	11.023255813953488	14.69767441860465	61.54651162790697	1128.046511627907	1187.7558139534883	1577.2441860465117	39.5	630.1627906976744	746.8255813953488	1187.7558139534883	2643.7441860465115	1187.7558139534883	379.3837209302325	1187.7558139534883	298.21643058516315	1917.127906976744	641.1860465116279	Baseline growth without any supplementation or treatment.	C3	18	Baseline growth without any supplementation or treatment.	None	None	0.2317843942967904	50398.74068600953	1.9827374193758216	Baseline growth without any supplementation or treatment.
2655.3938710283887	706.1912348897121	920.0580926103768	136.35806364740375	1489.8912638526851	61.71996565093012	137.79341168579748	4148.155830957861	4456.755659212512	2655.3938710283887	166.50037245367196	295.6816959091071	604.2815241637577	113.39249503310418	11.48278430714979	262.29916397363587	70.96121458068252	218.79892491150795	141.1510512065223	166.50037245367196	30.1423088062682	747.81632800313	5401.214668475583	8444.152509870277	1297.5546267079262	77.50879407326109	166.50037245367196	61580.73689120593	1082.2524209488677	134.92271560901003	64.59066172771757	18952.335498950728	1643.4735039608138	155.57225564423402	1422.4299060481803	68.89670584289874	842.5492985371159	2253.496420278146	212.28918924073915	5873.444173107117	168.06095919922416	63.15531368932385	210.77941668171164	1.4353480383937238	3417.563679415456	709.0619309664995	Growth with physiological level of arginine and lithium chloride treatment.	F1	5	Growth with physiological level of arginine and lithium chloride treatment.	Yes	PosLow	0.0836873550907239	8498.96503943067	0.2398385580233355	Growth with physiological level of arginine and lithium chloride treatment.
9808.498577120092	6396.068298235628	286.52475811041546	242.75014228799088	1332.1411496869664	347.2122936824132	4250.1172453044965	10827.25327262379	42543.95219123506	8648.471257825839	147.64203096526637	3666.1240751280593	5698.659077973819	684.4758110415481	2306.126351735913	6797.998861696073	1137.1451337507117	1131.1758679567445	74.70756637500266	149.4297723005344	39.02545954254766	1508.2344906089925	2085.2635173591348	30584.5281730222	2040.4940239043824	400.9356858281161	157.9189802122295	44377.51166761525	1850.4723961297664	33.82583949914627	124.35970404097894	15.918042117245305	926.2310756972112	1138.140011383039	735.2145702902675	13.92828685258964	839.6767216846898	1135.1553784860555	1126.2014797951051	2906.037564029596	1091.3807626636312	282.5452475811041	1126.2014797951051	11.938531587933978	1748.0	884.4462151394422	Growth with physiological level of arginine supplementation.	B9	65	Growth with physiological level of arginine supplementation.	None	PosLow	0.1101745716000581	57743.59530764423	2.0897801006282597	Growth with physiological level of arginine supplementation.
1222.042654028436	350.957345971564	752.3791469194313	235.69194312796208	46.45023696682465	364.673679834816	18.35071090047393	2692.39336492891	4357.720379146919	1136.5971563981043	299.34597156398104	90.60663507109004	147.3791469194313	36.70142180094787	4.587677725118484	106.09406183970748	45.70573493200735	194.03348990701295	295.9052132701422	299.34597156398104	258.0568720379147	984.6303317535544	1033.9478672985783	8543.402843601896	40.71563981042654	121.0	232.2511848341232	17574.24644549763	1353.3649289099526	52.75829383886256	75.12322274881517	39020.49289099527	892.303317535545	99.03283253005306	234.54502369668248	1.433649289099526	358.98578199052133	800.5497630331754	131.56528258552942	1125.701421800948	126.95059010349364	64.22748815165878	121.74250974885528	89.49090716036382	16.056872037914694	1059.1800947867298	Growth with alanine supplementation and lithium chloride treatment as a negative control.	G4	30	Growth with alanine supplementation and lithium chloride treatment as a negative control.	Yes	NegHigh	0.0953264312642756	8552.483096319223	0.2609754665389605	Growth with alanine supplementation and lithium chloride treatment as a negative control.
6630.592193702247	7521.882237358144	1400.7531632698874	3.785819360188885	1653.8622290653727	1461.3262730329095	3269.866264528857	6105.985796647501	54524.45208811466	5861.530032246734	72.47139918075865	4917.238517548191	6684.675327419231	1183.3389657276114	2518.110705862778	6946.4376946094335	1579.2275045359347	1579.2275045359347	72.47139918075865	72.47139918075865	67.06308580906024	3325.0310609201806	3247.151348367724	35609.41690193665	755.0005466890976	254.19072846982516	48.67482034528566	94835.8566354059	2828.5478933982668	159.00441312793316	144.9427983615173	41.10318162490789	1281.7702690925223	1579.2275045359347	400.2151895056821	2.7041566858492034	2229.3067718140837	2047.587442525017	1579.2275045359347	3740.389527866618	1521.8993827959316	254.19072846982516	1564.0842270951794	252.02740312114577	82.20636324981578	296.3755727690727	Growth with physiological level of arginine supplementation.	D7	51	Growth with physiological level of arginine supplementation.	None	PosLow	0.2490094672085689	55884.42373372321	2.038826141305129	Growth with physiological level of arginine supplementation.
5690.959711150038	4668.108390233439	496.519786937404	184.01043863725735	903.604332749437	45.231616201337005	1638.6180960211634	5514.145211453902	31487.372823794376	4882.95856718979	164.4786043684982	3553.7658456368645	4389.522754084296	1423.7679190648123	1846.2723340363923	9946.84359918493	770.9934579773353	770.9934579773353	320.7332785185715	88.40724984806779	320.7332785185715	3112.7575876738288	188.1224037464698	29140.46873771137	1157.5181782433062	370.07685982912096	88.40724984806779	23330.26203839417	1989.1631215815253	142.8907875451328	65.79144174739928	1177.0500125120652	763.7975190362135	770.9934579773353	1066.026954563329	39.063668537518325	412.22450219854863	986.8716262109892	770.9934579773353	510.9116648196476	770.9934579773353	324.845243627784	770.9934579773353	212.79419440174456	1642.7300611303758	462.5960747864012	Growth with alanine supplementation as a negative control.	H8	63	Growth with alanine supplementation as a negative control.	None	NegHigh	0.2168188159682252	53071.802473635566	2.0681074538664195	Growth with alanine supplementation as a negative control.
101.01452927732949	582.1784113379817	430.95547697606247	179.91345155311345	28.69051719119417	252.6689538001408	823.6569310305326	2031.6472486014368	5335.838478453966	101.01452927732949	1127.298237970671	36.46086559714259	476.9798483036031	39.44946113789199	4.781752865199029	116.98633271046596	10.460084392622877	183.9345895507244	592.9373552846796	1095.0214061305776	446.4961737879593	943.7984717686584	999.386348826597	6191.174522216443	571.4194673912839	192.4655528242609	1065.7331698312337	29668.983371235525	760.2987055666456	49.610685976439925	98.02593373658009	139709.07118162818	574.4080629320333	10.460084392622877	747.1488851873482	37.05858470529248	577.3966584727827	618.6392769351244	116.63353262011609	3734.548987720441	118.51988371403682	177.52257512051395	114.66191426167308	44.82893311124089	481.1638820606522	361.0223413225266	Growth with physiological level of arginine and lithium chloride treatment.	H5	39	Growth with physiological level of arginine and lithium chloride treatment.	Yes	PosLow	0.1175633809814752	7333.106135537748	0.2098745995406093	Growth with physiological level of arginine and lithium chloride treatment.
971.4708817008282	473.15162113926345	1205.5299283282295	17.617347595610873	2.5167639422301247	109.47923148701044	46.56013293125731	3088.069357116364	2015.92791772633	971.4708817008282	337.24636825883675	183.72376778279911	502.09440647490993	6.291909855575312	10.0670557689205	11.954628725593093	22.021684494513597	210.3237674444321	173.6567120138786	337.24636825883675	61.66071658463806	957.6286800185624	2246.2118184403867	6284.359563748621	9.437864783362969	406.4573766701652	337.24636825883675	13147.574834210172	471.8932391681484	239.09257451186187	90.6035019202845	14760.820521179685	3046.542752069566	120.85342040355708	1179.1039069348135	3.145954927787656	504.61117041714	953.8535341052174	162.38760188912994	4177.828144102007	151.98348207458218	406.4573766701652	154.26349083365847	139.9723913990475	2874.1444220268027	300.75329109649994	Growth with physiological level of arginine and lithium chloride treatment.	A12	88	Growth with physiological level of arginine and lithium chloride treatment.	Yes	PosLow	0.2877484486774335	7608.390643911875	0.2270666332448709	Growth with physiological level of arginine and lithium chloride treatment.
99.6923076923077	270.0	1549.3846153846157	7.26923076923077	2.076923076923077	465.04814218128894	428.8278011991991	5053.153846153847	2754.0	99.6923076923077	845.3076923076924	219.42005186436927	1134.0	267.92307692307696	29.88170888639386	19.730769230769237	122.53846153846156	122.53846153846156	1222.6153846153843	828.6923076923077	1212.923076923077	216.0	3329.3076923076924	10833.23076923077	15.576923076923078	85.15384615384616	348.92307692307696	18858.46153846154	859.8461538461539	99.6923076923077	43.61538461538462	100433.76923076923	2702.076923076924	122.53846153846156	1075.8461538461538	24.923076923076923	355.1538461538462	1584.6923076923078	122.53846153846156	7053.2307692307695	122.53846153846156	85.15384615384616	122.53846153846156	116.92420585400806	5202.692307692308	1385.3076923076924	Growth with lithium chloride treatment without arginine supplementation.	H9	71	Growth with lithium chloride treatment without arginine supplementation.	Yes	None	0.1068875459020592	12426.651130164437	0.3675383253485095	Growth with lithium chloride treatment without arginine supplementation.
895.8945209788011	1141.8675724979555	938.8421966408756	2.102333773667988	84.09335094671951	592.2006044872146	595.2607913442788	4319.995571491477	6873.430106309367	961.0668679625088	189.2100396301189	77.48601622947726	1338.8862804302698	89.49935207900862	4.805334339812544	275.1053909542681	44.405509524563975	254.05552608481253	181.40137132792356	189.2100396301189	155.5726992514311	1368.3189532616218	5165.133748506008	9190.802591683969	1344.8929483550355	32.43600679373467	146.56269736428257	27061.841001446817	1748.5410328992891	123.13669245769644	25.82867207649242	28140.03789394225	542.4021136063409	96.51788922374102	276.9073913316978	81.69068377681324	419.866087941121	448.0974271875197	183.56054580515325	5130.895741334844	153.30284800260685	124.33802604264956	175.48835408898813	55.45688433273271	275.7060577467447	1224.1589230672455	Growth with lithium chloride treatment without arginine supplementation.	D10	75	Growth with lithium chloride treatment without arginine supplementation.	Yes	None	0.1670759389874687	7282.463834656701	0.2175663326487225	Growth with lithium chloride treatment without arginine supplementation.
12288.433454225047	7272.292403853967	591.8408179732218	236.92973922130608	3317.9834092583724	896.4647684006153	3097.4936927585445	11212.095496048256	44189.814015173804	10882.327981458602	99.60719648895726	4665.098212259512	4795.651333871253	864.5517831177455	2157.511217154016	6666.912743639527	1625.628129106186	1625.628129106186	99.60719648895726	99.60719648895726	76.39775264687013	2585.9188680725406	2772.561478969325	30403.40437297405	2323.845564688974	43.51770720391336	91.87071520826154	36212.53475461644	2474.70694966254	26.11062432234802	67.69421120608746	17.407082881565344	1393.5336906853147	1625.628129106186	1355.818344441923	46.41888768417425	403.2640867562639	1687.5199793517515	1625.628129106186	4023.937326121856	1593.715143823316	43.51770720391336	1625.628129106186	596.6761187736565	1663.3434753495774	385.8570038746985	Baseline growth without any supplementation or treatment.	E6	44	Baseline growth without any supplementation or treatment.	None	None	0.0703384610290071	67888.25691762034	2.395231772854188	Baseline growth without any supplementation or treatment.
16762.795163301824	7181.322970701465	492.9921376543098	643.8647315054133	6001.966779330164	1214.4181321958536	8700.673739765394	9990.5281688868	46426.25958392828	14879.012706273608	179.55963634391887	5003.232707358071	13380.911598315468	946.6724022629096	2174.902814177526	8238.493610714479	2404.9303956476942	2493.6477307643645	76.49877998084118	179.55963634391887	16.999728884631374	2781.5806387478083	1426.914743253746	36789.53827245287	1110.2947927774865	283.68297576228605	179.55963634391887	24119.42783812605	4611.176459956259	379.3064507383375	11.687313608184068	2.1249661105789217	158.30997523812965	2316.2130605310244	3387.1959802628007	28.68704249281544	479.1798579355468	1592.6620998789017	2316.2130605310244	1166.6063947078278	2316.2130605310244	324.0573318632855	2316.2130605310244	584.3656804092034	1422.664811032588	726.7384098179912	Growth with alanine supplementation as a negative control.	C2	10	Growth with alanine supplementation as a negative control.	None	NegHigh	0.2214724818671429	52194.37243448221	2.0251719221118925	Growth with alanine supplementation as a negative control.
