Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
71	F12	20241010_hplc_growth_experiment	1	0	0	0.013033333333333357	-0.01886666666666667	0.013033333333333357	-0.06167222222222222		0.041433333333333364	-0.07234217935447992	-5.326408993191734	0.0	-0.3372132523388935	0.0	0.0	0.1330316850705503	-0.34790423622569194	5.210391646113109	12.054865952653774	3.0	0.0	5.666666666666667	0.0	0.0	2.246262308259138e-05	FALSE
72	G1	20241010_hplc_growth_experiment	1	0	0	0.017299999999999996	0.0019333333333333427	0.039899999999999984	0.06623888888888887		0.017299999999999996	-0.06324062986556037	-3.729855645775435	0.0	0.15632705910199193	0.0	0.0	0.08940814761321998	-0.5166581681518426	7.75261762002388	11.79936464830874	0.0	0.0	3.3333333333333335	1.1666666666666667	0.0	2.6815060498071372e-05	TRUE
73	G2	20241010_hplc_growth_experiment	1	0	0	0.1532	0.1532	1.7195333333333331	5.103505555555555		0.1532	4.14921905830847	9.054813690968452	1.5490522176657944	2.408547211938389	0.0	0.0	3.1591425595654132	0.00816959617053798	0.21940990869854823	0.6042770353057714	0.0	6.0	1.0	6.0	1.0	0.00018528363188240836	FALSE
74	G3	20241010_hplc_growth_experiment	1	0	0	0.1285	0.1234	1.7614333333333332	5.306622222222222		0.1285	4.500835100002006	10.267070469288678	1.5984532811182257	2.59809152976874	0.0	0.0	3.5251548122974654	-0.17344964610693459	0.19662886240964755	0.5767049718983773	0.0	6.0	0.8333333333333334	6.0	1.0	0.0008149433569849981	FALSE
75	G4	20241010_hplc_growth_experiment	1	0	0	0.15139999999999998	-0.01100000000000001	1.5204333333333333	3.8265277777777773		0.1964	2.7130289316703604	5.3267009517835024	1.6694131512160615	2.252484944447671	1.7225720889385159	2.5527687531353904	5.947225757784275	-10.978059729049164	0.11654966681779158	5.649699329173759	0.0	4.833333333333333	5.5	5.0	1.0	0.02845087950942214	TRUE
76	G5	20241010_hplc_growth_experiment	1	0	0	0.1621	0.15329999999999994	1.7852333333333334	5.3447		0.1621	4.342887045090091	8.999867635863847	1.6126211910693662	2.3931725250350624	0.0	0.0	3.1954612948775734	-0.0465383772375913	0.21691615594627367	0.6307629888275037	0.16666666666666666	6.0	1.0	6.0	1.0	0.00022007222372037328	FALSE
77	G6	20241010_hplc_growth_experiment	1	0	0	0.1602	-0.036333333333333336	1.4933333333333332	3.9046499999999997		0.22296666666666667	2.5150430842016864	4.452642911473566	1.3592936681021037	1.9589277527840818	1.4844774756626675	2.7939287450468275	2.200479144060288	-5.018043926871331	0.3149982959079364	0.6701982196132283	0.0	4.5	1.0	5.0	1.0	0.06688080567623063	FALSE
78	G7	20241010_hplc_growth_experiment	1	0	0	-0.0058999999999999895	-0.02766666666666666	-0.004933333333333331	-0.11461666666666666		0.02249999999999996	-0.033452736186508965	-5.619238299365901	0.0	-0.4213437721544052	0.0	0.0	0.47344494650116287	-1.1369073130520468	1.4640502252319274	3.506259347936885	0.6666666666666666	0.0	1.6666666666666667	5.5	0.0	9.724160296455165e-06	TRUE
79	G8	20241010_hplc_growth_experiment	1	0	0	0.152	0.1384	1.8012333333333337	5.217033333333333		0.152	4.281306946465164	9.169881322305184	1.6257046780902313	2.458297310492905	0.0	0.0	3.9381412792212633	-0.06601403048972111	0.17600871360740256	0.6308192766453178	0.16666666666666666	6.0	0.8333333333333334	6.0	1.0	0.0003473382230561669	FALSE
80	G9	20241010_hplc_growth_experiment	1	0	0	0.1509	0.1405	1.7948333333333335	5.204266666666666		0.1509	4.281854145951222	9.205224518403321	1.6082711865073451	2.4538137543220113	0.0	0.0	3.7941280798998256	-0.23225888238603745	0.1826894522175029	0.583214201454112	0.0	6.0	0.8333333333333334	6.0	1.0	0.0007673738751313371	FALSE
81	G10	20241010_hplc_growth_experiment	1	0	0	0.13753333333333334	0.13753333333333334	1.7858	5.184816666666667		0.13753333333333334	4.329805300564606	9.708576281649583	1.6194677206616985	2.546911158092211	0.0	0.0	4.158606672447959	-0.2556973357266826	0.16667774453214276	0.6032500645556831	0.0	6.0	0.8333333333333334	6.0	1.0	0.0005207477538177777	FALSE
82	G11	20241010_hplc_growth_experiment	1	0	0	0.14243333333333336	0.14243333333333336	1.7708000000000002	5.165983333333332		0.14243333333333336	4.270359406964828	9.630882856227881	1.5867323927027692	2.4963135065267417	0.0	0.0	3.5235461167271427	-0.2829250657597336	0.19671863446583107	0.533521306020622	0.0	6.0	0.8333333333333334	6.0	1.0	0.0010713118101997033	FALSE
83	G12	20241010_hplc_growth_experiment	1	0	0	-0.009566666666666654	-0.02046666666666666	0.006666666666666682	-0.03169999999999999		0.019966666666666674	-0.01583160185207345	0.9615948206760274	0.0013145223362483818	0.3164452093441177	0.006913085570860719	0.2907679856150309	0.08513347566469616	-0.12879662962982333	8.141887490767456	-3.1395317691611075	0.0	1.0	0.0	3.0	0.0	2.507745124496851e-05	TRUE
84	H1	20241010_hplc_growth_experiment	1	0	0	-0.007099999999999995	-0.028399999999999995	0.0060999999999999934	-0.024194444444444446		0.033633333333333335	-0.0012815379609334454	0.3178909484779111	0.0011445624676777316	0.08954910272267888	0.0033165406452414156	0.09448898987968683	0.028883265195258898	-0.03466478794530492	23.99822789681422	-2.0059739108221697	0.0	1.6666666666666667	0.0	3.6666666666666665	0.0	3.424690756132041e-05	TRUE
85	H2	20241010_hplc_growth_experiment	1	0	0	0.15050000000000002	0.1486	1.8298333333333328	5.199888888888888		0.15050000000000002	4.2536031301155415	9.164766828633947	1.6483535182784605	2.48211891883442	0.0	0.0	2.5339913255107946	0.13257821064666928	0.27353968167993736	0.5368965195502965	0.0	6.0	0.8333333333333334	6.0	1.0	0.00035273535100397265	FALSE
86	H3	20241010_hplc_growth_experiment	1	0	0	0.1476	0.1229	1.7820333333333331	5.216205555555554		0.1476	4.281302023408748	9.230817403974736	1.6099807749535269	2.4784138186870526	0.0	0.0	3.418680064713717	-0.07665767626801614	0.20275286585438054	0.848869736446481	0.0	6.0	1.1666666666666667	6.0	1.0	0.0004861105665057212	FALSE
87	H4	20241010_hplc_growth_experiment	1	0	0	0.12893333333333334	0.1082666666666667	1.7634666666666667	5.045516666666666		0.12893333333333334	4.247224447525031	9.718552449122363	1.626412203094441	2.611235555424887	0.0	0.0	3.915222271083669	0.3370747563866796	0.17703903701183576	0.8580429718826673	0.3333333333333333	6.0	1.1666666666666667	6.0	1.0	6.240028746814797e-05	FALSE
88	H5	20241010_hplc_growth_experiment	1	0	0	0.1638	0.1474	1.846633333333333	5.235766666666666		0.1638	4.2268094160311	8.674920491552683	1.6634203795159512	2.4114629139333292	0.0	0.0	3.249877450103401	0.3712703236321413	0.21328409800126202	0.6654310104301069	0.16666666666666666	6.0	1.0	6.0	1.0	0.00019063848570485868	FALSE
89	H6	20241010_hplc_growth_experiment	1	0	0	0.1643	0.14069999999999994	1.7973333333333334	5.1409166666666675		0.1643	4.124237366707365	8.5550458214261	1.6201083216149892	2.385245011512268	0.0	0.0	3.7959382006840636	0.1601712659687238	0.18260233542132842	0.7405200719447338	0.3333333333333333	6.0	1.0	6.0	1.0	0.0001640335470844937	FALSE
90	H7	20241010_hplc_growth_experiment	1	0	0	0.005599999999999994	0.0012333333333333085	0.020233333333333357	0.04771666666666666		0.005599999999999994	-0.015075990425793948	1.1021534412924305	0.001970025659247192	0.7290673664210304	0.001259690376550526	0.11485435699268931	0.9506368538633767	-0.9094138612407521	0.7291398158434564	3.296060145278342	0.0	0.3333333333333333	3.1666666666666665	1.8333333333333333	1.0	5.121277153178603e-06	TRUE
91	H8	20241010_hplc_growth_experiment	1	0	0	0.1532	0.14459999999999998	1.8442333333333332	5.1765333333333325		0.1532	4.230143276195054	8.968471985954347	1.6653595631044897	2.473399793355746	0.0	0.0	3.9266767384029646	-0.08608848153700499	0.1765225983032813	0.675952326040933	0.0	6.0	0.8333333333333334	6.0	1.0	0.00035493312204805746	FALSE
92	H9	20241010_hplc_growth_experiment	1	0	0	0.16749999999999998	0.16019999999999998	1.7859333333333334	5.086166666666667		0.16749999999999998	4.059904674414277	8.496476992755076	1.5940735731856883	2.3515557109574567	0.0	0.0	3.4055760217819584	-0.029545618584704027	0.20353302235116688	0.5959735842574176	0.0	6.0	0.8333333333333334	6.0	1.0	0.0004283158212058224	FALSE
93	H10	20241010_hplc_growth_experiment	1	0	0	0.14753333333333335	0.13573333333333334	1.8271	5.120066666666666		0.14753333333333335	4.187070710556687	9.148683907139903	1.6543371583205648	2.5042902260142306	0.0	0.0	2.564122933292535	0.004033729432770532	0.2703252529588704	0.45936107311539853	0.0	6.0	0.6666666666666666	6.0	1.0	0.0002543529678082034	FALSE
94	H11	20241010_hplc_growth_experiment	1	0	0	0.14893333333333336	0.12633333333333333	1.7913	5.016783333333334		0.14893333333333336	4.037047975878905	8.903207777089547	1.5796956547179208	2.4540974793964083	0.007451006556011386	0.004308810086502302	3.05332766254264	-0.29741561127205884	0.2270136903625768	0.6644871553610168	0.0	5.833333333333333	0.8333333333333334	6.0	1.0	0.0026433812669972166	FALSE
95	H12	20241010_hplc_growth_experiment	1	0	0	-0.007566666666666651	-0.007566666666666651	0.03903333333333334	0.11979999999999998		0.0037333333333333385	0.13036963433881107	12.177741693032843	0.034035085806994866	2.4383265833738967	0.005590703970424493	0.14011628297147904	0.5453211543032611	-0.19687554687755535	1.2710806743698704	-1.5568873302919117	0.0	4.666666666666667	0.0	6.0	0.0	3.496485295848535e-05	TRUE
