ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]/D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/D-(+)-Turanose [[M+Na]]/Isomaltose [[M+Na]]/Palatinose [[M+Na]]	D-Fructose [[M+Na]]/D-Galactose [[M+Na]]/Galactose [[M+Na]]	D-Mannose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Inositol [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Threonine [[M+NH4]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Linoleic acid [[M+Na]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N1-Acetylspermine [[M+Na]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	Pidolic Acid [[M+H]]	Spermidine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00116-Positive-C3.d.DeMP	16563.720930232557	6978.604651162791	186.046511627907	108.83720930232559	3052.093023255814	772.0930232558139	3303.2558139534885	9070.697674418605	39152.558139534885	14785.116279069767	22.325581395348838	3568.372093023256	4716.279069767442	641.8604651162791	1320.0	5920.0	1202.7906976744187	44.651162790697676	44.651162790697676	266.04651162790697	13.023255813953488	1500.46511627907	1161.860465116279	32879.06976744186	812.0930232558139	384.1860465116279	58.699480518493935	40549.767441860466	3392.558139534884	11.162790697674419	14.883720930232558	62.32558139534884	1142.325581395349	360.93023255813955	1202.7906976744187	1597.2093023255813	40.0	638.139534883721	756.2790697674419	2677.2093023255816	633.4883720930233	1202.7906976744187	384.1860465116279	1202.7906976744187	251.25742584432422	1941.3953488372094	649.3023255813954	Baseline growth without any supplementation or treatment.
Inj00125-Positive-F1.d.DeMP	2622.9936305732485	697.5745222929936	908.831847133758	134.69426751592357	1471.712101910828	60.96687898089172	136.11210191082804	4097.541401273886	4402.375796178344	2622.9936305732485	164.4687898089172	292.0738853503185	596.9082802547771	112.00891719745223	11.34267515923567	189.89755453962152	152.33491903203037	193.70623736166445	29.77452229299363	188.11191311596266	8.507006369426753	738.6917197452229	5335.310828025478	8341.11974522293	1281.7222929936306	76.56305732484077	164.4687898089172	60829.34904458599	1069.0471337579618	133.27643312101912	63.80254777070064	18721.085350318474	1623.4203821656051	412.58980891719744	312.3937816833566	1405.0738853503185	68.05605095541402	832.2687898089172	2226.0	5801.778343949045	487.3447566156985	376.28146351328394	62.38471337579618	320.7185707434924	1.4178343949044587	3375.863694267516	700.4101910828026	Growth with physiological level of arginine and lithium chloride treatment.
Inj00127-Positive-E1.d.DeMP	1072.94995168695	781.4497798558468	1121.9008126147146	186.10147127492513	136.70961160006348	341.1420858501489	393.37088241050526	3021.7234151085004	7298.529264455003	1041.6390406430644	397.78086988147504	136.16385962565323	2008.3082942796425	67.91380705293477	7.055979953551664	8.3789761948426	15.434956148394265	96.13772686714142	22.04993735484895	76.10436709242406	112.71583330221112	530.0804940105687	1550.5515947929782	6865.468494805769	461.28468946344003	46.745867192279775	407.48284231760863	54104.37228633997	250.4872883510841	70.55979953551665	293.705165566588	13954.964353136804	844.9535994378118	103.1937068206931	233.2483229884271	768.2198174429375	89.63652286180398	1499.3957401297287	422.4767997189059	1743.709046021455	726.7659352158214	245.50750983147736	46.745867192279775	222.51483625145553	133.5643797036922	1274.4863791102694	596.2303060751157	Growth with supraphysiological level of arginine and lithium chloride treatment.
Inj00130-Positive-B9.d.DeMP	9806.82105564297	6394.974395651552	286.47575454155344	242.7086253754828	1331.9133171220142	347.15291088542415	4249.390359033043	10825.40151623516	42536.67601201545	8646.992132742098	48.0449041441522	3665.4970676584185	5697.684451437563	684.3587469603776	2305.7319410670866	6796.836217994565	1132.7231440423402	55.33688029028001	43.507949514947676	149.2061221570591	5.968244886282363	1507.976541267344	2084.906880274639	30579.297382348737	2040.1450436275213	400.86711486196543	54.33033000789761	44369.921899585184	1850.1559147475327	33.82005435560006	124.33843513088257	15.91531969675297	926.0726648548134	163.13202689171794	1137.9453583178374	735.0888284937778	13.925904734658848	839.5331140037191	1134.961235874696	2905.540552138464	653.2556421188386	1091.1941067086254	282.4969246173652	1126.0088685452727	11.936489772564727	1747.7010441996854	884.2949506508369	Growth with physiological level of arginine supplementation.
Inj00138-Positive-D9.d.DeMP	4637.25	5079.1025641025635	1055.4551282051282	22.019230769230766	3452.6153846153843	698.7435897435897	1554.5576923076922	8404.00641025641	27783.865384615383	4361.275641025641	143.85897435897436	3862.1730769230767	6611.641025641025	1291.7948717948718	1796.7692307692307	7615.717948717948	415.4294871794872	114.5	66.0576923076923	8.807692307692307	80.73717948717949	3166.3653846153843	2043.3846153846152	47918.25	126.24358974358974	139.4551282051282	143.85897435897436	221735.12179487178	2681.9423076923076	3.6698717948717947	4.403846153846153	23.487179487179485	1576.576923076923	99.82051282051282	415.4294871794872	1431.25	3.6698717948717947	5525.358974358974	1393.0833333333333	1184.6346153846152	368.4551282051282	415.4294871794872	149.73076923076923	415.4294871794872	39.63461538461538	2705.429487179487	785.3525641025641	Growth with supraphysiological level of arginine supplementation.
Inj00142-Positive-A5.d.DeMP	6755.785882564269	5141.7298245856455	928.8646704849285	114.01227002342083	1103.236377579572	1069.796276653128	3750.1094698880083	8669.403591192666	41437.871316747616	6136.5427689076505	81.03813310488245	4408.474440905606	7618.702279212121	1235.1329252537255	1768.3079527161935	6025.883800943742	1269.7837132020202	83.83255148780943	76.2954615416195	78.24371472195547	502.9953089268566	2709.4680640860006	846.1498863502899	38608.80214587234	457.1668474468541	102.8345964917129	108.68612312798201	15573.852531728651	2609.9867696538004	236.96667887220798	95.01022501951735	2.2355347063415847	1118.8851205239632	506.34861098636895	1269.7837132020202	757.8462654497972	101.71682913854211	135.24984973366588	583.4745583551536	1508.9859267805698	221.3179359278169	1269.7837132020202	102.8345964917129	1269.7837132020202	41.35739206731932	1616.2915926849657	632.6563218946685	Growth with alanine supplementation as a negative control.
Inj00151-Positive-F12.d.DeMP	6989.970631209819	8551.140999415546	1433.5616598480422	171.0499707773232	2753.0900058445354	357.03287551139687	2520.9507597895968	4827.410286382233	51790.13004091175	6585.423874926943	50.22895967270602	4645.5	6098.067212156633	1931.7786382232612	2020.0187025131502	11748.146405610754	3008.3074225599066	171.62017730545696	97.0835512939896	39.36864406779661	514.5074517825833	3773.95967270602	1809.6000876680305	42683.75540619521	837.6018410286382	153.40195791934542	33.93848626534191	11335.454412624196	1194.634716540035	32.58094681472823	24.435710111046173	13.575394506136762	2368.906341320865	659.7641729982466	2996.0895675043835	1844.896113383986	3.3938486265341905	28.5083284628872	1779.7342197545295	2101.4710695499707	2121.834161309176	2963.5086206896553	153.40195791934542	3008.3074225599066	864.7526300409118	727.6411455289305	876.9704850964348	Growth with alanine supplementation as a negative control.
Inj00152-Positive-D7.d.DeMP	6264.169599648042	7106.204795424549	1323.3441487021557	3.5766058073031237	1562.4657941047074	1380.5698416190057	3089.1655301363835	5768.554223493181	51511.2987241531	5537.60767707875	68.46645402551694	4645.5	6315.263968323801	1117.9447866256048	2378.953805543335	6562.560712714474	1491.9555653321602	68.46645402551694	63.357017157941044	459.8493180818302	89.92608886933569	3141.281786185658	3067.705895292565	33641.55422349318	713.2773867135944	240.14353277606688	45.98493180818302	89594.99736031676	2672.235481742191	150.2174439067312	136.93290805103388	38.83172019357677	1210.936537615486	368.9013418389793	1491.9555653321602	378.0983282006159	2.5547184337879454	2106.109876814782	1934.4327980642322	3533.686537615486	897.2171139463264	1437.7955345358557	240.14353277606688	1477.6491421029477	238.0997580290365	77.66344038715354	279.99714034315883	Growth with physiological level of arginine supplementation.
Inj00153-Positive-H8.d.DeMP	5307.255558269184	4353.368405003678	463.04270857008953	171.60381953218638	842.6802087642002	42.1819444660123	1528.1368063369	5142.3625026293175	29364.385431680832	4553.732641217237	117.91770839362529	3314.1586822501026	4093.565974315284	1327.7725701233417	1721.7902786581383	9276.193060298523	719.0104170343005	299.10833348626903	299.10833348626903	79.97491950155015	5.752083336274404	2902.8847237064824	175.43854175636932	27175.717722228423	1079.4743061074964	345.12500017646425	82.44652781993312	21757.255219457933	1855.0468759484954	133.25659729035704	61.355555586926975	1097.6892366723655	712.2996531419803	434.2822918887175	719.0104170343005	994.1517366194262	36.429861129737894	384.43090297433935	920.3333338039047	476.4642363547298	935.6722227006364	719.0104170343005	302.943055710452	719.0104170343005	198.44687510146693	1531.971528561083	431.4062502205803	Growth with alanine supplementation as a negative control.
Inj00164-Positive-A12.d.DeMP	1049.7907949790795	511.2970711297071	1302.7196652719665	19.03765690376569	2.719665271966527	118.30543933054393	50.31380753138075	3337.0292887029286	2178.4518828451883	1049.7907949790795	364.4351464435146	198.53556485355648	542.5732217573221	6.7991631799163175	10.878661087866108	12.918410041841003	23.797071129707113	187.65690376569037	66.63179916317992	26.13170256464393	118.21456417727178	1034.8326359832636	2427.301255230125	6791.004184100419	12.918410041841003	439.22594142259413	364.4351464435146	14207.531380753138	509.93723849372384	258.36820083682005	97.90794979079497	15950.836820083681	3292.154811715481	469.1422594142259	280.7217722319451	1274.1631799163179	3.3995815899581587	545.2928870292886	1030.7531380753137	4514.644351464435	25.836820083682007	306.6449002843912	439.22594142259413	263.5300821518463	176.6790740200082	3105.857740585774	325.0	Growth with physiological level of arginine and lithium chloride treatment.
Inj00166-Positive-F5.d.DeMP	6822.4	5931.2	611.2	14.4	1054.4	809.6	2866.4	6853.6	39005.6	5843.2	44.54054270110069	3620.8	5185.6	775.2	2105.6	4410.4	719.2	49.57002065441685	33.05677606266241	228.0	20.0	1568.0	3863.2	27266.4	682.4	155.2	49.469918483006715	32152.8	2844.0	410.4	2.4	31.2	1096.8	156.8	719.2	2554.4	40.0	318.4	1456.8	3764.8	288.8	714.4	68.0	719.2	152.0	1579.2	273.6	Growth with physiological level of arginine supplementation.
Inj00167-Positive-D10.d.DeMP	903.186111111111	1151.161111111111	946.4833333333332	2.1194444444444445	84.77777777777777	539.4196769227281	600.1055555555555	4355.155555555555	6929.372222222222	968.8888888888888	190.75	78.11666666666666	1349.7833333333333	90.22777777777777	4.844444444444444	277.34444444444443	1447.3605742184402	182.87777777777777	156.83888888888887	113.95100085508871	149.605320612734	1379.4555555555555	5207.1722222222215	9265.605555555556	1355.8388888888887	32.699999999999996	147.75555555555556	27282.094444444443	1762.7722222222221	124.13888888888889	26.038888888888888	28369.066666666666	546.8166666666666	113.23888888888888	1498.6057150927218	279.1611111111111	82.35555555555555	423.2833333333333	451.7444444444444	5172.655555555555	478.9944444444444	1436.6437867559582	125.35	1496.0169496394615	104.7161570326758	277.95	1234.1222222222223	Growth with lithium chloride treatment without arginine supplementation.
Inj00168-Positive-E6.d.DeMP	11295.111111111111	6684.444444444444	544.0	217.77777777777777	3049.777777777778	824.0	2847.1111111111113	10305.777777777777	40617.77777777778	10002.666666666666	91.55555555555556	4288.0	4408.0	794.6666666666666	1983.111111111111	6128.0	1494.2222222222222	91.55555555555556	70.22222222222223	35.55555555555556	42.666666666666664	2376.8888888888887	2548.4444444444443	27945.777777777777	2136.0	40.0	84.44444444444444	33285.333333333336	2274.6666666666665	24.0	62.22222222222222	16.0	1280.888888888889	576.0	1494.2222222222222	1246.2222222222222	42.666666666666664	370.6666666666667	1551.111111111111	3698.6666666666665	957.3333333333334	1464.888888888889	40.0	1494.2222222222222	548.4444444444445	1528.888888888889	354.6666666666667	Baseline growth without any supplementation or treatment.
Inj00169-Positive-F11.d.DeMP	9600.841189552635	5762.772405775172	695.897995876933	4.960576345354919	3787.04571279667	1248.6479315021954	2433.5170242783993	7956.764457949291	35350.484344526405	8346.524027941463	11.338460217954102	4514.124474272977	6676.935760847722	1031.7998798338233	2018.2459187958302	10649.648759713391	977.9421937985413	11.338460217954102	3.543268818110657	566.9230108977051	51.02307098079346	1919.0343918887318	5466.555132581121	32983.58077402848	111.96729465229676	56.69230108977051	22.676920435908205	33276.96343216804	1631.3209638581463	1542.0305896417578	41.10191829008362	2.8346150544885256	1400.2998369173315	480.46725173580506	977.9421937985413	856.0537464555347	7.086537636221314	221.099974250105	2288.951656499484	4787.66482703112	884.39989700042	934.0056604539692	56.69230108977051	977.9421937985413	419.93527059523285	1940.2940047973957	615.11146682401	Baseline growth without any supplementation or treatment.
