2'-Deoxyguanosine-5'-Diphosphate [[M+H]],2'-Deoxyguanosine-5'-Monophosphate [[M+H]],2'-Deoxyuridine [[M+Na]],5'-Deoxy-5'-Methylthioadenosine [[M+H]],ATP [[M+H]],Acetyl coenzyme A (Acetyl-CoA) [[M+H]],Ademetionine [[M+H]],Adenine [[M+H]],Adenosine 5'-diphosphate (ADP) [[M+H]],Adenosine phosphate [[M+H]],Adenosine-3'-5'-Diphosphate [[M+H]],Aminoadipate [[M+Na]],Argininosuccinic acid [[M+H]],Biotin [[M+H]],Choline [[M+H]],Cytidine [[M+H]],D-(+)-Melibiose [[M+Na]],D-(+)-Turanose [[M+Na]],Flavin adenine dinucleotide [[M+H]],Glucosamine [[M+H]],Glutamic Acid [[M+H]],Glutathione [[M+H]],Guanosine-5'-Diphosphate [[M+H]],Histidine [[M+H]],Imidazoleacetic acid [[M+H]],Isomaltose [[M+Na]],L-Arginine [[M+H]],L-Citrulline [[M+H]],L-Glutamine [[M+H]],L-Valine [[M+H]],Linoleic acid [[M+Na]],Maltose [[M+Na]],N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],N2-Acetyl-L-ornithine [[M+H]],Nicotinamide [[M+H]],O-acetyl-L-serine [[M+H]],Palatinose [[M+Na]],Pidolic Acid [[M+H]],Sucrose [[M+Na]],Thymine [[M+H]],Trehalose [[M+Na]],d-Desthiobiotin [[M+H]],gamma-Glutamylcysteine [[M+H]],Experimental group,Well,Unnamed: 0,Summary_x,Treatment,Supplement,mu,AUC,MaxOD,Summary_y
12068.112612612613,9251.420608108108,395.53547297297297,97.59966216216216,1496.528153153153,3040.9999999999995,2364.651463963964,13282.115427927927,12068.112612612613,40139.145270270266,9915.78322072072,1835.5585585585584,7547.707207207207,1577.0050675675675,1198.592342342342,15977.235923423425,20.54729729729729,20.54729729729729,260.26576576576576,1263.6587837837835,53.08051801801801,21576.37443693693,445.1914414414414,568.4752252252251,47.94369369369369,20.54729729729729,16073.12331081081,3931.3828828828823,597.5838963963963,4121.445382882883,205.47297297297297,20.54729729729729,2020.484234234234,202.0484234234234,4535.815878378378,551.3524774774775,20.54729729729729,9789.074887387387,20.54729729729729,47.94369369369369,20.54729729729729,1520.4999999999998,116.43468468468468,Negative control with alanine supplementation with caffeine.,G9,70,Negative control with alanine supplementation with caffeine.,Yes,NegHigh,0.1734410451543626,24906.412,1.19834,Negative control with alanine supplementation with caffeine.
10782.943959625694,3156.323204710335,1223.1027231626535,147.0288407004939,5724.912206918304,4065.039428030701,2191.1786352644303,3810.745452633792,10782.943959625694,11451.290085164545,8117.620649773945,2175.0562506571337,3320.4783934391758,71.08505940489958,1246.5534644096308,3541.0619282935545,2296.706970875828,2296.706970875828,234.50741246977185,907.9833876563978,115.0551992429818,21763.75354852276,542.7637447249998,1630.559352328882,8.794027967616444,2296.706970875828,25733.524340237615,1463.4728209441698,651.4909052675848,1607.1086110819049,256.170051633575,2296.706970875828,958.5490484701922,532.0386920407948,1489.122069183051,91.6044579960046,2296.706970875828,2992.900851645463,2296.706970875828,18.320891599200923,2296.706970875828,968.0759121017768,1147.6206497739458,Low arginine supplementation without caffeine treatment.,F5,37,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2369473373007163,58074.50399999999,2.107533333333334,Low arginine supplementation without caffeine treatment.
11577.848847788162,5741.6282310631605,80.33873850731572,1656.0146421346692,2351.85178049642,3326.2829314238625,2631.7415791670683,6327.323550503592,11577.848847788162,23378.57290562888,9029.037579338325,3284.817776065248,11360.156782155434,3476.5941195988403,1541.9854648984792,20214.2632373246,355.0453927581372,355.0453927581372,339.4959594986568,1054.769889434758,585.6953194404308,12955.269477357138,146.4238298601077,1181.7569277205153,47.944085883398095,355.0453927581372,11396.438793094225,2324.640272292329,510.5397253529418,3319.804000899079,88.11345513705595,355.0453927581372,2652.4741568463755,187.8595664096839,3306.846139849512,431.4967729505829,355.0453927581372,4977.1144291387045,355.0453927581372,47.944085883398095,355.0453927581372,1906.1013603913132,37.57779704374445,Negative control with alanine supplementation with caffeine.,A11,80,Negative control with alanine supplementation with caffeine.,Yes,NegHigh,0.1718180734456608,16216.056,0.7888799999999999,Negative control with alanine supplementation with caffeine.
7936.146496815287,10245.700636942674,1040.4777070063694,28.280254777070063,1710.9554140127389,2660.111464968153,2744.3630573248406,5389.156050955414,7936.146496815287,36364.28343949045,6216.353503184713,1591.9426751592357,3137.929936305733,34.761146496815286,1718.6146496815286,4647.388535031847,1429.9203821656051,1613.7420382165606,174.39490445859872,805.9872611464968,107.22929936305732,19799.71337579618,365.2866242038217,2083.9012738853503,92.5,1613.7420382165606,24546.08280254777,1490.0159235668789,377.0700636942675,1349.7929936305732,48.90127388535032,1429.9203821656051,522.5955414012739,509.04458598726114,756.4968152866242,107.22929936305732,1429.9203821656051,3038.359872611465,1339.7770700636945,92.5,1389.8566878980891,152.0063694267516,1098.2165605095545,Baseline condition with no supplementation or treatment.,E6,44,Baseline condition with no supplementation or treatment.,None,None,0.2425587123867585,51630.96000000001,1.9297733333333331,Baseline condition with no supplementation or treatment.
12634.05584666299,5456.6070049641485,624.6548538334252,367.780750137893,5731.369277440706,3968.3113623827912,2760.5022062879207,10560.459321566464,12634.05584666299,20657.25730832874,10893.179260893548,2384.1351351351354,3590.513237727524,158.8469387755102,2275.375068946498,4143.615416436845,2609.526061776062,2609.526061776062,346.3149476006619,671.1640926640927,153.12776089338405,19598.277716492004,499.4376723662438,1312.9915885273028,81.57004964147822,2609.526061776062,27055.49751792609,1197.0762548262549,234.6927744070601,908.718974076117,171.01089354660783,2609.526061776062,343.4528405956977,448.6352730281302,2633.853971318257,176.22443035370625,2609.526061776062,3400.183121897408,2594.5,67.97504136789851,2609.526061776062,1412.449806949807,860.7786817429675,Baseline condition with no supplementation or treatment.,C3,18,Baseline condition with no supplementation or treatment.,None,None,0.2312106367809562,78174.26800000001,2.3557,Baseline condition with no supplementation or treatment.
4701.456953642384,9460.8940397351,679.4370860927153,315.2317880794702,1834.53642384106,3249.701986754967,2387.317880794702,3996.1258278145697,4701.456953642384,36565.76158940398,3776.0264900662255,2118.807947019868,3665.132450331126,72.05298013245033,1587.9801324503312,3577.317880794702,1379.1390728476822,1379.1390728476822,43.90728476821192,1560.3973509933776,85.0,19727.88079470199,527.4503311258278,1663.41059602649,29.83443708609272,1379.1390728476822,22164.73509933775,1241.225165562914,427.8145695364239,1303.7086092715233,212.21854304635764,1379.1390728476822,698.5761589403974,392.9139072847682,1211.390728476821,85.0,1379.1390728476822,2481.3245033112585,1379.1390728476822,29.83443708609272,1379.1390728476822,1101.6225165562914,802.1523178807947,Baseline condition with no supplementation or treatment.,F7,53,Baseline condition with no supplementation or treatment.,None,None,0.2468691668531583,57433.76000000001,2.1141866666666664,Baseline condition with no supplementation or treatment.
5011.352850539292,7265.789419619928,252.92039034411917,12.604006163328195,1273.004622496148,1009.160760143811,1359.552131484335,2328.380071905496,5011.352850539292,30606.72829994864,4236.626605033384,547.854134565999,4410.561890087313,309.21828454031845,537.7709296353364,5586.095531587057,802.2198363592252,842.1308128595753,183.2335011155724,1748.5957883923986,161.3312788906009,14659.299435028248,42.85362095531587,683.9774011299435,176.8121874089153,854.9635717434513,10415.95069337442,2582.9809964047254,465.5079609655881,2144.361581920904,94.10991268618388,840.4463378156386,1315.8582434514635,10.083204930662555,3272.0,168.89368258859784,842.2605955031665,7323.767847971238,786.5384879826353,174.67639580273925,828.114603656025,1095.708269131998,394.0852593733949,Negative control with alanine supplementation with caffeine.,F3,21,Negative control with alanine supplementation with caffeine.,Yes,NegHigh,0.1798502795947286,12230.332,0.6164,Negative control with alanine supplementation with caffeine.
6022.02486678508,8048.454706927177,520.0,246.607460035524,1166.5364120781528,939.3250444049734,1893.4280639431615,5732.930728241564,6022.02486678508,27638.507992895207,4727.104795737123,1469.4849023090587,2398.6500888099467,991.9715808170516,993.8188277087036,8984.085257548846,68.34813499111901,68.34813499111901,349.1296625222025,1422.380106571936,173.64120781527532,17653.21492007105,652.0781527531084,474.74245115452936,520.0,68.34813499111901,7860.035523978686,2527.033747779752,488.5968028419183,1752.1136767317942,155.16873889875666,68.34813499111901,472.8952042628775,60.95914742451155,829.4138543516874,210.58614564831265,68.34813499111901,17068.561278863235,68.34813499111901,495.0621669626999,68.34813499111901,1209.0230905861458,223.51687388987568,Low arginine supplementation with caffeine treatment.,D2,11,Low arginine supplementation with caffeine treatment.,Yes,PosLow,0.1896765589618569,29296.928,1.3720933333333332,Low arginine supplementation with caffeine treatment.
12566.006674082317,5460.8954393770855,339.33815350389324,326.51093807934745,3145.0,2937.4323322209866,2439.5031516499816,5073.746755654431,12566.006674082317,25963.450129773824,10336.403411197629,2680.8880237300705,5730.266963292547,389.4809047089359,1266.3959955506118,12141.542454579165,367.3248053392659,367.3248053392659,253.04597701149427,1350.3559510567295,52.474972191323694,18819.85724879496,1036.672228401928,1737.5046347793846,340.5042639970338,367.3248053392659,17224.618094178717,2584.1008527994068,537.5769373377827,1921.750092695588,62.969966629588434,367.3248053392659,26.82054134223211,139.93325917686315,2593.429736744531,52.474972191323694,367.3248053392659,17920.786058583613,262.3748609566185,340.5042639970338,367.3248053392659,2136.3144234334445,415.13533555802746,Caffeine treatment without arginine supplementation.,D10,75,Caffeine treatment without arginine supplementation.,Yes,None,0.1849937654641466,32767.475999999995,1.5003,Caffeine treatment without arginine supplementation.
9242.106666666668,9662.638095238097,1380.2057142857143,67.09333333333333,3145.0,2518.3961904761904,2269.192380952381,5796.384761904762,9242.106666666668,37483.60761904762,6470.912380952381,1765.992380952381,6085.125714285715,2100.2609523809524,887.7885714285715,12847.175238095238,14.377142857142855,14.377142857142855,466.0590476190477,1627.013333333333,97.04571428571428,17470.62476190476,578.6800000000001,1077.087619047619,55.11238095238095,14.377142857142855,7642.649523809524,4615.062857142857,1192.104761904762,491.2190476190476,119.8095238095238,14.377142857142855,1997.2247619047616,99.44190476190477,2451.302857142857,118.61142857142858,14.377142857142855,9630.289523809524,14.377142857142855,55.11238095238095,14.377142857142855,2368.634285714286,946.4952380952382,Negative control with alanine supplementation with caffeine.,G4,30,Negative control with alanine supplementation with caffeine.,Yes,NegHigh,0.1664669034002971,23614.744,1.1121,Negative control with alanine supplementation with caffeine.
8171.890081877949,7822.84356068245,340.9667406122696,138.97222603154117,1832.4942362763684,677.0856128746017,2726.117968781511,2549.978752067116,8171.890081877949,26765.08116000484,7331.592901222119,2010.2494091074093,1350.939313515912,940.4864598878715,1630.49972169564,16112.698439075546,51.71059573266648,51.71059573266648,360.3582140120195,1081.0746420360583,116.34884039849958,18255.456249747916,274.71253982979067,1341.2435768160367,307.0316621627072,51.71059573266648,10406.75739119913,3492.0811680716333,271.480627596499,4592.5472835074415,103.42119146533295,51.71059573266648,636.686709958456,132.50840156495786,1782.3995966603477,244.06980017193573,51.71059573266648,20128.349388940427,51.71059573266648,307.0316621627072,51.71059573266648,3283.6228290243216,253.70511031339493,Caffeine treatment without arginine supplementation.,H9,71,Caffeine treatment without arginine supplementation.,Yes,None,0.182007634578255,33989.112,1.526506666666667,Caffeine treatment without arginine supplementation.
5059.955555555555,4533.044444444445,606.0148148148148,164.36945646128447,3223.140740740741,2766.525480275282,986.7851851851852,11219.31851851852,5059.955555555555,19640.51111111111,4468.688888888889,3126.607407407408,929.1333333333332,1273.7037037037037,1885.0814814814812,12930.103703703704,182.3407407407408,156.10904617131794,52.28888888888889,4317.185185185185,681.0962962962963,16350.333333333334,33.51851851851852,150.16296296296298,72.4,160.1134535546274,8497.614814814815,2618.4666666666667,1423.8666666666668,2141.162962962963,181.0,182.3407407407408,1041.7555555555557,63.01481481481482,3156.103703703704,809.8074074074075,182.3407407407408,22478.85925925926,170.27407407407406,72.4,182.3407407407408,2407.9703703703703,438.4222222222222,Caffeine treatment without arginine supplementation.,F6,45,Caffeine treatment without arginine supplementation.,Yes,None,0.1826568069150376,26863.744,1.30026,Caffeine treatment without arginine supplementation.
3273.592116238918,5860.314458088421,640.1041727288599,130.60854908904622,1553.494830161594,1711.32873576597,995.2304603387068,5860.314458088421,3273.592116238918,22869.840637063764,2424.5041610894486,102.2997536324662,4064.2230693126926,77.45552775029583,675.3158315783701,3086.956583913553,871.009330927855,871.009330927855,304.68839160326775,2116.143475140158,885.6235814467788,36094.27593163786,286.6079564995043,70.14840249083396,29.228501037847483,871.009330927855,177856.89024035382,628.4127723137209,375.58623833634016,3811.396535335312,301.0535606898291,871.009330927855,597.722846223981,2135.142000814759,3026.611282469107,838.8579797862228,871.009330927855,17760.698655648022,811.0909038002677,29.228501037847483,871.009330927855,2835.1646006712062,828.6280044229762,High arginine supplementation with caffeine treatment.,D8,59,High arginine supplementation with caffeine treatment.,Yes,PosHigh,0.1530251312132293,10189.836,0.4337999999999999,High arginine supplementation with caffeine treatment.
9082.053757918164,13458.060092449923,931.7313816127376,360.5064201335388,1073.0566683787022,1180.5315870570107,6166.690806368772,4943.0,9082.053757918164,52319.97517548365,7214.359698681732,2262.0508474576272,8764.706557096388,401.9731210409177,1062.055298750214,7760.196884095189,2042.0234548878616,2185.041260058209,548.3759630200308,1117.908406094847,37.23540489642184,32682.530388632083,1255.8486560520455,2639.482451634994,28.77281287450779,2185.041260058209,24739.541516863548,2975.4473549049817,94.78103064543744,1329.4732066426982,127.78513953090224,2042.0234548878616,1715.3674028419791,409.5894538606403,1645.1278890600925,27.080294470124976,2042.0234548878616,1946.3961650402327,2042.0234548878616,28.77281287450779,2042.0234548878616,1624.8176682074986,909.7286423557608,Negative control with alanine supplementation without caffeine.,E10,76,Negative control with alanine supplementation without caffeine.,None,NegHigh,0.235785120535757,61359.46400000001,2.2265333333333333,Negative control with alanine supplementation without caffeine.
10212.8325,5017.1875,599.5925,121.6475,3498.755,1872.26,2417.5125000000003,5559.97,10212.8325,21087.625,8255.975,1734.5575,4559.62,148.20000000000002,594.035,3572.2375,916.9875,916.9875,510.6725,757.0550000000001,103.1225,17061.525,433.485,439.0425,51.870000000000005,916.9875,24675.9175,1527.695,21.6125,1469.65,54.34,916.9875,617.5,657.02,683.5725,103.1225,916.9875,2779.3675000000003,904.6375,51.870000000000005,916.9875,842.27,452.6275,Baseline condition with no supplementation or treatment.,F11,85,Baseline condition with no supplementation or treatment.,None,None,0.2282891924734155,36114.044,1.5717333333333332,Baseline condition with no supplementation or treatment.
8168.157676348547,13031.182572614109,368.6908713692946,127.77178423236516,2844.8464730290457,3063.4439834024897,3024.188796680498,7150.601659751037,8168.157676348547,48160.72614107884,6156.90663900415,2433.8215767634856,4859.946058091286,728.1452282157676,1500.9336099585062,4350.398340248963,1989.6991701244813,2021.2572614107885,40.79460580912863,1063.7385892116183,175.03619712541564,27072.22406639004,416.4128630705394,2784.039419087137,175.49377593360995,2021.2572614107885,36702.06016597511,1076.823651452282,940.585062240664,900.5601659751037,391.0124481327801,1989.6991701244813,925.1908713692948,732.7634854771784,1364.695020746888,155.0115130389912,1989.6991701244813,3033.42531120332,1981.232365145228,175.49377593360995,1989.6991701244813,154.71161825726142,185.5,Low arginine supplementation without caffeine treatment.,D7,51,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2411793277521188,52460.42800000001,1.9909333333333328,Low arginine supplementation without caffeine treatment.
6205.10445667669,7648.266550506082,586.6232265361118,69.44909734810392,1299.338431236157,1846.55791459604,2751.366367280202,3403.4983168467948,6205.10445667669,29397.65514341548,4942.707034668247,1897.2902339354348,6671.053719735599,363.0069840110112,682.6698505281704,4116.706068336543,2241.580439937737,2511.98862748461,16.254044060194534,1174.2315466516293,162.48382344657858,16068.846467266258,801.3736268465608,1123.9917741019372,134.95782037858493,2511.98862748461,12835.769339656654,1332.339066146249,124.12179100512188,652.6244963562957,56.64288081582944,2241.580439937737,1165.365704436978,307.8417435642904,1512.0684677980346,139.52321095606686,2241.580439937737,966.8693481867232,2241.580439937737,123.13669742571616,2241.580439937737,660.5052449915415,783.6419424172577,Negative control with alanine supplementation without caffeine.,A5,32,Negative control with alanine supplementation without caffeine.,None,NegHigh,0.2351433870273585,49151.176,1.9613000000000005,Negative control with alanine supplementation without caffeine.
8129.122921185828,11314.147143890095,418.87960954446856,45.07628344179321,1805.2501807664496,2079.0061460592915,3829.285249457701,6765.840202458424,8129.122921185828,37703.56254519161,6876.881778741866,2508.8799710773683,15974.595083152568,133.030007230658,1882.2096890817063,7547.52892263196,1960.268618944324,1960.268618944324,588.1905278380333,933.4088937093276,163.2835399130255,20342.596890817065,791.7165249421708,1007.0701373825018,107.74331164135936,1960.268618944324,48099.69269703543,2268.1066522053507,159.41612436731742,2766.1446131597977,35.18148951554591,1960.268618944324,1916.291757049892,1109.3163412870572,1718.3958785249458,233.98775088980543,1960.268618944324,1343.4931308749096,1948.174981923355,118.6948128828638,1960.268618944324,1520.5,179.205712219812,Negative control with alanine supplementation without caffeine.,F12,93,Negative control with alanine supplementation without caffeine.,None,NegHigh,0.2227260852746247,52750.904,2.0400666666666667,Negative control with alanine supplementation without caffeine.
10137.066666666668,5433.733333333334,780.2,608.6666666666667,2021.5111111111112,2386.711111111111,378.1111111111112,10961.533333333336,10137.066666666668,20633.800000000003,8200.4,3519.2000000000003,10376.844444444445,1556.7111111111112,826.3111111111111,14211.444444444443,1626.8000000000002,1626.8000000000002,110.66666666666669,2283.4222222222224,462.9555555555556,20268.6,431.6,925.7415639870666,83.0,1626.8000000000002,13781.68888888889,1977.2444444444443,302.4888888888889,2139.555555555556,205.69031760142295,1626.8000000000002,381.8,226.86666666666667,2591.444444444445,370.73333333333335,1626.8000000000002,21838.222222222223,1508.7555555555557,83.0,1589.9111111111113,455.5777777777778,217.64444444444445,Low arginine supplementation with caffeine treatment.,A12,88,Low arginine supplementation with caffeine treatment.,Yes,PosLow,0.1842223220139653,23996.216,1.0986466666666663,Low arginine supplementation with caffeine treatment.
9465.803364485982,16098.637757009348,483.4482242990655,460.87476635514025,2207.4960747663554,5792.913644859814,4011.491588785047,9074.530093457945,9465.803364485982,56453.39663551402,8044.616074766356,3830.903925233645,6912.18093457944,289.6927102803739,2242.2968224299066,7974.07401869159,1762.6108411214957,1762.6108411214957,89.3532710280374,1335.151566947461,67.7203738317757,29064.267663551404,148.60859813084113,1724.9884112149534,63.01757009345795,1762.6108411214957,39683.1985046729,1462.5719626168227,97.81831775700935,2001.5132710280377,32.919626168224305,1762.6108411214957,1660.0897196261683,730.8157009345795,2548.919626168225,67.7203738317757,1762.6108411214957,3009.794392523365,1748.502429906542,63.01757009345795,1762.6108411214957,1417.425046728972,230.43738317757013,Low arginine supplementation without caffeine treatment.,H10,79,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2213453428407306,66038.432,2.2304733333333333,Low arginine supplementation without caffeine treatment.
3172.0,5704.387538514207,264.96679219445394,135.32654705449733,621.1516603902772,1134.7963026360835,908.9229715850736,5727.19205751455,3172.0,26338.13351591921,2786.4950359465934,183.52208147894555,4419.732968161588,73.84320438206093,84.70249914412872,266.0527216706608,135.7411845258473,135.7411845258473,213.32089755832817,1088.101335159192,192.20951728859976,23815.51934269086,389.84868195823344,540.7928791509756,219.35775419376924,135.7411845258473,116090.20472440944,885.0325231085244,117.28038343033208,2613.832249229716,112.93666552550496,135.7411845258473,522.3320780554604,3225.210544334132,3005.8527901403627,192.20951728859976,135.7411845258473,13275.487846627866,135.7411845258473,201.9828825744608,135.7411845258473,655.9014036288942,523.4180075316672,High arginine supplementation with caffeine treatment.,D12,91,High arginine supplementation with caffeine treatment.,Yes,PosHigh,0.2278894424071604,8280.876,0.3286666666666666,High arginine supplementation with caffeine treatment.
6055.022490530302,6085.549242424242,318.4682765151515,678.1889204545454,1128.6647727272727,925.703125,1306.049952651515,4205.266335227272,6055.022490530302,23741.5625,5340.531486742424,1900.9090909090908,18769.8271780303,1067.6112689393938,607.2348484848484,9588.700284090908,11.550662878787875,11.550662878787875,486.77793560606057,601.4595170454545,134.48271780303028,6201.880918560606,270.61553030303025,423.24928977272725,340.5601806346473,11.550662878787875,14749.371448863636,1811.803977272727,2131.0973011363635,1742.4999999999998,401.7980587121212,11.550662878787875,746.6678503787879,483.4777462121212,1589.866240530303,93.23035037878788,11.550662878787875,8670.422585227272,11.550662878787875,330.9706969979353,11.550662878787875,589.0838068181818,105.6060606060606,Caffeine treatment without arginine supplementation.,B11,81,Caffeine treatment without arginine supplementation.,Yes,None,0.1969682330047326,27597.416,1.2875466666666666,Caffeine treatment without arginine supplementation.
1339.3943937354748,5679.397934392334,981.9178012777472,31.08492108328064,502.8443116413045,373.9333153841701,427.87479608751,5946.362550754627,1339.3943937354748,21511.67965201501,1272.6532396449015,162.73870449482217,4658.166850568085,121.59689717871544,570.38805193797,1567.2698129043592,58.5127926273518,589.5238596971167,24.68508438966404,927.9763205744074,466.0745877131844,20739.127936857003,243.2058927795099,98.74033755865617,172.44731414373308,578.396935004963,105644.84708868367,1323.8519331938344,249.5936310510475,1632.872619257036,553.128742805435,631.872832008072,1311.9665221914036,1232.4256947135973,3477.8541117882223,503.6635067978195,661.7628493905717,11566.333430134806,608.3567874265866,168.06667488049658,615.4759311775333,1311.0522598066011,774.380239927609,High arginine supplementation with caffeine treatment.,C11,82,High arginine supplementation with caffeine treatment.,Yes,PosHigh,0.1813906976138846,9629.516,0.3793466666666667,High arginine supplementation with caffeine treatment.
10901.123595505616,3065.568252450394,436.0449438202247,90.12479081998563,6442.597179058092,4531.421467846043,1563.9301936409274,6463.803012192206,9383.581161845565,12889.17045182883,7573.133158020559,1388.9820702844847,2064.918001434377,220.01051876643555,1251.144154912742,4435.995218742529,119.28281137939275,119.28281137939275,927.7551996174992,2125.884771694956,67.59359311498923,26635.85178101841,658.7061917284245,690.514941429596,14.57901027970356,119.28281137939275,23229.6648338513,3843.557255558212,874.2681329665902,3135.812574707148,323.3889552952426,119.28281137939275,1867.4386803729376,217.3597896246713,2600.3652880707623,600.3901506096103,119.28281137939275,20704.84532632082,119.28281137939275,14.57901027970356,119.28281137939275,46.38775998087497,155.0676547932106,Caffeine treatment without arginine supplementation.,E4,28,Caffeine treatment without arginine supplementation.,Yes,None,0.1832216871394204,33329.748,1.5000266666666666,Caffeine treatment without arginine supplementation.
7165.806210191084,6754.632802547772,902.7391719745224,79.55493630573248,2687.282006369427,3924.151910828026,1272.8789808917195,9785.257165605097,7165.806210191084,26065.546815286627,5948.196974522293,2607.7270700636946,3767.5542993630575,445.507643312102,1230.170541401274,5763.96449044586,2629.5,2629.5,117.23885350318471,1853.211305732484,79.55493630573248,22246.909872611468,607.9671974522294,325.7565286624204,102.16528662420384,2629.5,36151.43789808917,1169.8762738853504,36.009076433121024,2272.7589171974523,328.26878980891723,2619.4509554140127,636.4394904458599,522.5503184713376,1754.3957006369428,28.47229299363057,2629.5,1993.0605095541405,2559.1566878980893,102.16528662420384,2629.5,139.01178343949044,1222.6337579617834,Low arginine supplementation without caffeine treatment.,A3,16,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2464631968020099,69249.068,2.2933066666666666,Low arginine supplementation without caffeine treatment.
