ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]	D-(+)-Turanose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Valine [[M+H]]	Linoleic acid [[M+Na]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00101-Positive-H5.d.DeMP	4799.101216099196	4370.137435524153	816.0236442815728	157.3852655270625	1960.662215584644	1221.8299971134902	1698.2113678292192	5190.572018423464	4799.101216099196	16820.01168409031	4361.315558288677	1893.3954016641358	3484.641508013203	981.4338424467566	605.4013252845723	8802.02801169664	630.6464525992452	617.374777341547	188.65629676408898	1103.8373890889925	13.232815853214694	11897.404186694444	106.96526148015211	121.30081198780137	205.10864572482777	609.7967936726928	6344.032466962011	2417.194362520551	378.2379864710534	1323.2815853214695	29.773835669733064	634.111468985462	658.332588697431	78.2941604648536	2375.2904456520378	39.69844755964408	624.6494511715101	11287.591922792135	618.1387755900238	205.10864572482777	656.6472079260803	1446.78786661814	294.43015273402693	Low arginine supplementation with caffeine treatment.
Inj00102-Positive-E6.d.DeMP	7807.452229299362	10079.554140127388	1023.6050955414012	27.82165605095541	1683.2101910828026	2616.9745222929937	2699.8598726114647	5301.764331210191	7807.452229299362	35774.5923566879	6115.547770700637	1566.1273885350317	3087.044585987261	34.19745222929936	1690.7452229299363	4572.025477707006	1406.7324840764331	1587.5732484076432	171.56687898089172	792.9171974522293	105.49044585987261	19478.63694267516	359.3630573248407	2050.108280254777	91.0	1587.5732484076432	24148.038216560508	1465.8535031847132	370.95541401273886	1327.904458598726	48.10828025477707	1406.7324840764331	514.1210191082803	500.78980891719743	744.2292993630573	105.49044585987261	1406.7324840764331	2989.0891719745223	1318.0509554140126	91.0	1367.3184713375795	149.54140127388536	1080.4076433121018	Baseline condition with no supplementation or treatment.
Inj00103-Positive-C3.d.DeMP	12441.708494208495	5373.532818532819	615.1447876447877	362.1814671814672	5644.111969111969	3907.895752895753	2718.4749034749034	10399.681467181468	12441.708494208495	20342.760617760618	10727.335907335908	2347.837837837838	3535.8494208494208	156.42857142857144	2240.733590733591	4080.530888030888	2569.7972972972975	2569.7972972972975	341.04247104247105	660.9459459459459	109.90644339261767	19299.903474903476	491.83397683397686	1293.0019305019305	80.32818532818533	2569.7972972972975	26643.590733590736	1178.8513513513515	231.11969111969114	894.8841698841699	168.40733590733592	2569.7972972972975	338.22393822393826	441.8050193050193	2593.754826254826	100.19362222441225	2569.7972972972975	3348.4169884169887	2555.0	66.94015444015444	2569.7972972972975	1390.945945945946	847.6737451737453	Baseline condition with no supplementation or treatment.
Inj00104-Positive-B12.d.DeMP	8963.113367174281	8209.799069373943	439.31049069373944	239.5568950930626	2126.528130287648	3599.98730964467	1608.3481387478848	5040.277072758037	8963.113367174281	32866.46890862944	7064.348561759729	2479.598138747885	3356.744923857868	641.2753807106599	1831.688874788494	4826.51861252115	1623.8271996615906	1623.8271996615906	172.48096446700507	998.7679780033841	224.077834179357	20986.65820642978	871.25	1112.2810913705584	72.97271573604061	1623.8271996615906	21670.685279187815	1395.326776649746	131.9405668358714	1742.5	210.0729695431472	1623.8271996615906	1073.2148900169204	1009.0873519458545	1247.1700507614214	293.3650592216582	1623.8271996615906	2958.7119289340103	1466.825296108291	72.97271573604061	1562.648054145516	936.1146362098139	593.3640016920474	Baseline condition with no supplementation or treatment.
Inj00112-Positive-F7.d.DeMP	4701.456953642384	9460.8940397351	679.4370860927153	315.2317880794702	1834.5364238410598	3249.701986754967	2387.317880794702	3996.1258278145697	4701.456953642384	36565.76158940398	3776.0264900662255	2118.8079470198677	3665.132450331126	72.05298013245033	1587.9801324503312	3577.317880794702	1379.1390728476822	1379.1390728476822	43.90728476821192	1560.3973509933776	85.0	19727.88079470199	527.4503311258278	1663.41059602649	29.834437086092716	1379.1390728476822	22164.73509933775	1241.225165562914	427.81456953642385	1303.7086092715233	212.21854304635764	1379.1390728476822	698.5761589403974	392.91390728476824	1211.3907284768213	85.0	1379.1390728476822	2481.3245033112585	1379.1390728476822	29.834437086092716	1379.1390728476822	1101.6225165562914	802.1523178807947	Baseline condition with no supplementation or treatment.
Inj00113-Positive-F3.d.DeMP	5011.3528505392915	7265.789419619928	252.92039034411914	12.604006163328197	1273.004622496148	1009.160760143811	1359.552131484335	2328.3800719054957	5011.3528505392915	30606.728299948638	4236.626605033384	547.854134565999	4410.561890087313	309.21828454031845	537.7709296353364	5586.095531587057	1480.6724467072695	1531.9737999351169	214.78253627319233	1748.5957883923986	161.3312788906009	14659.299435028248	42.85362095531587	683.9774011299435	180.76166682799246	1527.6520290448386	10415.950693374421	2582.9809964047254	465.5079609655881	2144.361581920904	94.10991268618388	1441.544121614102	1315.8582434514637	10.083204930662557	3272.0	168.89368258859784	1427.217547827657	7323.767847971238	1405.9687544229098	181.58472508311988	1383.5996891174248	1095.708269131998	394.08525937339493	Negative control with alanine supplementation with caffeine.
Inj00114-Positive-D2.d.DeMP	6271.01243339254	8381.227353463588	541.5	256.80373001776195	1214.7682060390764	978.1625222024866	1971.7140319715807	5969.9653641207815	6271.01243339254	28781.253996447602	4922.552397868561	1530.2424511545291	2497.825044404973	1032.9857904085256	1034.9094138543517	9355.542628774421	71.1740674955595	71.1740674955595	363.56483126110123	1481.190053285968	180.82060390763763	18383.107460035524	679.0390763765541	494.3712255772646	541.5	71.1740674955595	8185.017761989342	2631.5168738898756	508.7984014209591	1824.556838365897	161.58436944937833	71.1740674955595	492.4476021314387	63.47957371225577	863.7069271758436	219.2930728241563	71.1740674955595	17774.280639431614	71.1740674955595	515.5310834813499	71.1740674955595	1259.0115452930727	232.7584369449378	Low arginine supplementation with caffeine treatment.
Inj00115-Positive-D10.d.DeMP	12566.006674082315	5460.8954393770855	339.33815350389324	326.51093807934745	3145.0	2937.4323322209866	2439.5031516499816	5073.746755654431	12566.006674082315	25963.450129773824	10336.403411197627	2680.8880237300705	5730.266963292547	389.4809047089359	1266.3959955506118	12141.542454579163	367.3248053392659	367.3248053392659	253.04597701149427	1350.3559510567297	52.474972191323694	18819.857248794957	1036.6722284019281	1737.5046347793846	340.5042639970338	367.3248053392659	17224.618094178717	2584.1008527994068	537.5769373377827	1921.7500926955877	62.969966629588434	367.3248053392659	26.82054134223211	139.93325917686317	2593.429736744531	52.474972191323694	367.3248053392659	17920.786058583613	262.3748609566185	340.5042639970338	367.3248053392659	2136.3144234334445	415.13533555802746	Caffeine treatment without arginine supplementation.
Inj00125-Positive-G4.d.DeMP	9242.106666666667	9662.638095238095	1380.2057142857143	67.09333333333333	3145.0	2518.3961904761904	2269.192380952381	5796.384761904762	9242.106666666667	37483.60761904762	6470.912380952381	1765.992380952381	6085.125714285715	2100.2609523809524	887.7885714285715	12847.175238095238	14.377142857142857	14.377142857142857	466.05904761904765	1627.0133333333333	97.04571428571428	17470.62476190476	578.6800000000001	1077.087619047619	55.11238095238095	14.377142857142857	7642.649523809524	4615.062857142857	1192.104761904762	491.2190476190476	119.80952380952381	14.377142857142857	1997.2247619047619	99.44190476190477	2451.302857142857	118.61142857142858	14.377142857142857	9630.289523809524	14.377142857142857	55.11238095238095	14.377142857142857	2368.634285714286	946.4952380952382	Negative control with alanine supplementation with caffeine.
Inj00126-Positive-H9.d.DeMP	8234.249081345917	7882.539015779234	343.568628863751	140.03271129043878	1846.4778442250881	682.2523957057424	2746.920743569421	2569.437423445493	8234.249081345917	26969.323222134157	7387.539664240939	2025.5894516896028	1361.248216730312	947.6632322213416	1642.941926651776	16235.653072987967	52.10519489876792	52.10519489876792	363.1080769507889	1089.3242308523668	117.23668852222782	18394.76208660566	276.8088478997046	1351.4784926867928	309.3745947114345	52.10519489876792	10486.170473377044	3518.728943007421	273.5522732185316	4627.592621946826	104.21038979753584	52.10519489876792	641.54521219108	133.5195619280928	1796.0009366669067	313.340058985319	52.10519489876792	20281.947114345414	52.10519489876792	309.3745947114345	52.10519489876792	3308.679876071763	255.6411124720801	Caffeine treatment without arginine supplementation.
Inj00127-Positive-D1.d.DeMP	5319.6892523364495	7671.378504672898	537.4299065420561	57.21028037383178	1471.8644859813085	1038.4532710280375	678.7219626168225	837.3504672897197	5319.6892523364495	26249.116822429907	4364.4509345794395	1593.2196261682245	2356.890186915888	213.23831775700936	279.11682242990656	5232.140186915888	820.6868283503267	833.0847033098195	120.48831775700936	1775.2523364485983	541.7640186915888	12824.63785046729	104.01869158878506	187.2336448598131	120.48831775700936	819.2440105994152	3384.0747663551406	1908.7429906542059	100.55140186915888	1914.8107476635516	185.50000000000003	827.5821291981005	748.9345794392524	155.78608598482663	1139.0046728971963	507.9579439252337	817.1325122223416	8371.771028037383	783.5525172451639	120.48831775700936	828.7788706233346	1367.8457943925234	736.7990654205609	Negative control with alanine supplementation with caffeine.
Inj00128-Positive-H3.d.DeMP	4574.917853231106	11279.415115005477	104.05695509309967	220.6725082146769	1605.7064622124863	215.29025191675794	1638.0	10834.481927710844	4574.917853231106	40639.62322015334	3936.223439211391	712.2519167579409	909.6013143483023	114.82146768893756	663.2708180967411	148.9090909090909	577.6955093099672	577.6955093099672	231.47224214570423	2339.487404162103	77.14567360350493	39599.05366922234	381.4241856477768	694.3110624315443	206.48755513694027	577.6955093099672	245122.30449069003	1385.0339539978095	1164.3614457831325	3851.9014238773275	113.02738225629791	577.6955093099672	809.1325301204819	5104.173055859803	583.077765607886	77.14567360350493	577.6955093099672	23179.58378970427	577.6955093099672	203.12003073157743	577.6955093099672	1740.26286966046	343.5264030839059	High arginine supplementation with caffeine treatment.
Inj00138-Positive-F6.d.DeMP	5185.7555555555555	4645.7444444444445	621.0814814814814	274.50822738729215	3303.2740740740737	2686.6915005931537	1011.3185185185184	11498.251851851852	5185.7555555555555	20128.81111111111	4579.788888888888	3204.340740740741	952.2333333333333	1305.3703703703702	1931.948148148148	13251.57037037037	186.87407407407406	155.03803487508168	53.58888888888889	4424.518518518518	698.0296296296297	16756.833333333332	34.35185185185185	153.8962962962963	74.2	159.4665089031003	8708.881481481481	2683.5666666666666	1459.2666666666667	2194.396296296296	185.5	186.87407407407406	1067.6555555555556	64.58148148148148	3234.5703703703703	829.9407407407407	186.87407407407406	23037.725925925926	174.5074074074074	74.2	186.87407407407406	2467.837037037037	449.3222222222222	Caffeine treatment without arginine supplementation.
Inj00139-Positive-D8.d.DeMP	3201.5	5731.256696428572	626.0075892857143	228.30402342187685	1519.2832589285713	1673.641294642857	973.3131696428571	5731.256696428572	3201.5	22366.19352678571	2371.1109375	100.046875	3974.719419642857	75.74977678571429	579.4114682759698	980.3899390946724	851.8276785714286	851.8276785714286	241.7549895534541	2069.5410714285713	866.1200892857142	35299.39598214286	247.04719945825897	68.60357142857143	28.584821428571427	851.8276785714286	173940.06763392856	614.5736607142857	367.3149553571428	3727.460714285714	294.4236607142857	851.8276785714286	584.5595982142856	2088.1212053571426	2959.9582589285715	820.384375	851.8276785714286	17369.566741071427	793.2287946428571	28.584821428571427	851.8276785714286	2772.7276785714284	810.3796874999999	High arginine supplementation with caffeine treatment.
Inj00140-Positive-A9.d.DeMP	4870.098129280107	6344.779522298313	326.65567061967596	277.0941205946217	1545.419241690329	1286.3475029229999	2275.776265241356	2879.0754969099717	4880.4609988308	21020.855603808253	3833.8111742107903	2234.775346584266	3447.681643561049	475.7908802405212	941.6694504760314	4716.457324202439	2697.5	2697.5	78.84792049440455	1089.0024219141474	133.8161850676466	15669.109320193755	585.2768498413229	619.5193753131786	76.59512276599298	2697.5	14369.245030900285	963.7468682144647	19.374060464339404	381.623935192918	214.46634374478037	2697.5	29.28637046935026	336.56798062468687	888.0528645398364	218.52137965592118	2697.5	1111.530399198263	2646.1362117922167	76.59512276599298	2687.5876899949894	219.8730582929681	387.48120928678804	Negative control with alanine supplementation without caffeine.
Inj00141-Positive-B10.d.DeMP	8726.844162643243	6361.678087371298	278.8706881507765	54.25129428189168	2166.244662905008	2151.016229422372	3256.0294340061655	5021.575940899307	8726.844162643243	20708.765982199984	6483.505555232388	2904.823686812867	4131.66435925775	1517.1326857076374	1654.1885870513638	12090.424408120527	1647.055158810338	1665.0652799237657	355.9646326566226	1779.823163283113	39.97463789192018	12712.886626723284	63.769065208539345	629.1246582514106	40.92641498458495	1669.5039410188056	16539.030539235646	1367.7036821592692	81.8528299691699	1861.675993252283	143.71834099237972	1679.322135909599	599.6195683788028	81.8528299691699	2047.2725263219124	387.3732767145599	1661.1378734970745	9851.844686172995	1654.248583367422	40.92641498458495	1670.620083326354	1622.7799429934266	199.87318945960092	Low arginine supplementation with caffeine treatment.
Inj00142-Positive-E10.d.DeMP	9082.053757918164	13458.060092449923	931.7313816127376	360.50642013353877	1073.0566683787022	1180.5315870570107	6166.690806368772	4943.0	9082.053757918164	52319.97517548365	7214.359698681732	2262.0508474576272	8764.706557096388	401.97312104091765	1062.055298750214	7760.196884095189	2042.0234548878616	2185.041260058209	548.3759630200308	1117.9084060948467	37.23540489642184	32682.530388632083	1255.8486560520457	2639.482451634994	28.77281287450779	2185.041260058209	24739.541516863548	2975.4473549049817	94.78103064543743	1329.4732066426982	127.78513953090224	2042.0234548878616	1715.3674028419791	409.5894538606403	1645.1278890600925	27.080294470124976	2042.0234548878616	1946.3961650402327	2042.0234548878616	28.77281287450779	2042.0234548878616	1624.8176682074986	909.7286423557609	Negative control with alanine supplementation without caffeine.
Inj00143-Positive-F11.d.DeMP	9452.0385	4643.4375	554.9265	112.5855	3238.1189999999997	1732.788	2237.4225	5145.786	9452.0385	19516.725	7640.955	1605.3435	4219.956	137.16	549.783	3306.1275	848.6775	848.6775	472.6305	700.659	95.4405	15790.545	401.193	406.3365	48.006	848.6775	22837.711499999998	1413.8909999999998	20.002499999999998	1360.17	50.292	848.6775	571.5	608.076	632.6505	95.4405	848.6775	2572.3215	837.2475	48.006	848.6775	779.526	418.9095	Baseline condition with no supplementation or treatment.
Inj00151-Positive-D7.d.DeMP	8894.705394190873	14190.290456431536	401.48547717842325	139.13692946058092	3097.892116182573	3335.933609958506	3293.1867219917012	7786.639004149378	8894.705394190873	52444.5643153527	6704.55601659751	2650.3070539419086	5292.232365145229	792.9128630705394	1634.4398340248963	4737.360995850622	2166.680497925311	2201.045643153527	44.42323651452282	1158.356846473029	134.2350022271422	29480.265560165975	453.4522821576764	3031.676348547718	191.10373443983403	2201.045643153527	39966.66390041494	1172.6058091286307	1024.2489626556016	980.6639004149378	425.79253112033194	2166.680497925311	1007.4854771784233	797.941908713693	1486.0829875518673	110.40138953677399	2166.680497925311	3303.244813278008	2157.460580912863	191.10373443983403	2166.680497925311	168.47302904564316	202.0	Low arginine supplementation without caffeine treatment.
Inj00152-Positive-A5.d.DeMP	6218.383517181584	7664.634009747232	587.8786131896544	69.59771994940493	1302.1190441597887	1850.509589293043	2757.2543520381273	3410.7818783715466	6218.383517181584	29460.566774327894	4953.28453682467	1901.3504769156582	6685.329921948513	363.78382696958465	684.1307790771293	4125.5159101923855	2246.3774715584527	2517.3643385954974	16.288828073264984	1176.7444280807188	158.20131375460954	16103.234153399904	803.0885840970342	1126.3971413088088	135.24663309316986	2517.3643385954974	12863.238169372287	1335.1903011570237	124.38741437765988	654.0211271841243	56.76409783107494	2246.3774715584527	1167.859612768029	308.5005316906247	1602.7721315738868	118.95315087983116	2246.3774715584527	968.938469933914	2246.3774715584527	123.40021267624988	2246.3774715584527	661.9187407954043	785.3189534716543	Negative control with alanine supplementation without caffeine.
Inj00154-Positive-F12.d.DeMP	8030.215473608098	11176.487346348518	413.78308026030373	44.52783803326103	1783.2856109906002	2053.710773680405	3782.6941431670284	6683.519884309472	8030.215473608098	37244.82140274765	6793.210412147506	2478.3543022415042	15780.231381055677	131.411424439624	1859.308749096168	7455.697758496023	1936.417932031815	1936.417932031815	581.0339840925525	922.0520607375272	101.5024401246634	20095.08749096168	750.4872060197506	994.8170643528562	106.43239334779466	1936.417932031815	47514.46131597976	2240.5104844540856	157.4765003615329	2732.488792480116	34.753434562545195	1936.417932031815	1892.9761388286336	1095.819233550253	1697.488069414317	109.99958659614482	1936.417932031815	1327.1467823571945	1924.47143890094	111.0200516836689	1936.417932031815	1502.0	177.0253073029646	Negative control with alanine supplementation without caffeine.
Inj00155-Positive-A12.d.DeMP	10076.0	5401.0	775.5000000000001	605.0	2009.3333333333335	2372.3333333333335	375.83333333333337	10895.5	10076.0	20509.5	8151.000000000001	3498.0000000000005	10314.333333333334	1547.3333333333335	821.3333333333334	14125.833333333334	1617.0000000000002	1617.0000000000002	110.00000000000001	2269.666666666667	460.1666666666667	20146.5	429.00000000000006	982.3598803880136	82.5	1617.0000000000002	13698.666666666668	1965.3333333333335	300.6666666666667	2126.666666666667	226.26770560190468	1617.0000000000002	379.5	225.50000000000003	2575.8333333333335	368.5	1617.0000000000002	21706.666666666668	1499.6666666666667	82.5	1580.3333333333335	452.83333333333337	216.33333333333334	Low arginine supplementation with caffeine treatment.
Inj00156-Positive-G11.d.DeMP	11119.503885236103	16025.167364016737	279.1332934847579	382.2459653317394	1742.5	2139.3275552898986	5263.953974895398	5911.7931858936045	11119.503885236103	57249.405260011954	8612.511954572625	3771.4240884638375	12892.20860729229	1772.7047220561865	1922.6867901972505	12351.64823670054	1658.1350866706516	1658.1350866706516	244.76240286909743	2108.0812910938434	265.83944706201476	34823.96144650329	1122.7824267782428	2159.1168559474	265.59324566646745	1658.1350866706516	25818.78810520024	2564.276748356246	373.9136282127914	1742.5	117.69426180514047	1658.1350866706516	934.2632994620443	748.8687985654514	898.8508667065153	376.84282294184794	1658.1350866706516	2570.5260011954574	1658.1350866706516	265.59324566646745	1658.1350866706516	1295.6784219964136	159.35594739988045	Negative control with alanine supplementation without caffeine.
Inj00164-Positive-H10.d.DeMP	9573.066644106306	16281.062070799238	488.9264959330924	466.09724320469894	2232.5106730641396	5858.556981423961	4056.948453608247	9177.359596814154	9573.066644106306	57093.10741712089	8135.774941081204	3874.3144317810998	6990.507429206801	292.9754100143822	2267.7057710204126	8064.433526304974	1782.5841505420526	1782.5841505420526	90.36579204989062	1532.8456676226456	68.48775818518025	29393.614106670208	150.29258046192334	1744.5353959947304	63.731663866764954	1782.5841505420526	40132.875077651945	1479.1453330271568	98.92676182303815	2024.1937419175497	33.29266022890707	1782.5841505420526	1678.9012944005992	739.0970570817369	2577.80312058109	68.48775818518025	1782.5841505420526	3043.900363785789	1768.3158675868067	63.731663866764954	1782.5841505420526	1433.48682757037	233.04862160234947	Low arginine supplementation without caffeine treatment.
Inj00165-Positive-D12.d.DeMP	3211.847817614965	5776.048129384256	268.29540140296183	120.54605114595012	628.9547934528449	1149.0520265003897	920.341192517537	5799.139127045986	3211.847817614965	26669.002727981293	2821.5	185.8275526110678	4475.255261106781	74.77084957131723	85.76656274356976	269.39497272018707	137.44641465315667	137.44641465315667	148.58432772428148	1101.7704598597038	194.62412314886984	24114.69855806703	394.74610288386594	547.5865159781762	222.11340607950117	137.44641465315667	117548.57209664848	896.1506235385815	118.75370226032736	2646.668160561185	114.35541699142635	137.44641465315667	528.8938035853469	3265.7268121590023	3043.613406079501	194.62412314886984	137.44641465315667	13442.259353078722	137.44641465315667	204.52026500389712	137.44641465315667	664.1410756040531	529.9933749025721	High arginine supplementation with caffeine treatment.
Inj00166-Positive-B11.d.DeMP	6055.022490530302	6085.549242424242	318.4682765151515	678.1889204545454	1128.6647727272727	925.7031249999999	1306.049952651515	4205.266335227272	6055.022490530302	23741.562499999996	5340.531486742424	1900.9090909090908	18769.8271780303	1067.6112689393938	607.2348484848484	9588.700284090908	11.550662878787877	11.550662878787877	486.77793560606057	601.4595170454545	134.48271780303028	6201.880918560606	270.61553030303025	423.24928977272725	192.3848918216392	11.550662878787877	14749.371448863636	1811.803977272727	2131.0973011363635	1742.4999999999998	401.7980587121212	11.550662878787877	746.6678503787879	483.4777462121212	1589.866240530303	93.23035037878788	11.550662878787877	8670.422585227272	11.550662878787877	195.7028574092951	11.550662878787877	589.0838068181818	105.6060606060606	Caffeine treatment without arginine supplementation.
Inj00167-Positive-C11.d.DeMP	1339.3943937354748	5679.397934392334	981.9178012777473	31.08492108328064	502.8443116413045	373.9333153841701	427.87479608751	5946.362550754627	1339.3943937354748	21511.679652015006	1272.6532396449015	162.73870449482217	4658.166850568085	121.59689717871545	576.089533192546	612.3933185495221	58.5127926273518	567.2338682355929	24.685084389664038	927.9763205744074	493.3506055977198	20739.127936857003	229.42393548309437	98.74033755865615	173.7620788582565	548.4368494314716	105644.84708868367	1323.8519331938344	249.5936310510475	1632.8726192570361	553.128742805435	532.2508863261879	1311.9665221914036	1232.4256947135973	3477.8541117882223	569.9382243225959	544.1485057662658	11566.333430134806	573.4454424215036	168.00660114371084	540.5070074984092	1311.0522598066011	774.380239927609	High arginine supplementation with caffeine treatment.
Inj00168-Positive-E4.d.DeMP	10698.180053298183	3008.497320763368	427.92720213192734	88.44695971115824	6322.656928763827	4447.061106653677	1534.814889105393	6343.467978107628	9208.889334632358	12649.215929279617	7432.145996905268	1363.123732019027	2026.4759298527138	215.9146369419451	1227.8519112843144	4353.411384606568	117.06215255888591	117.06215255888591	910.4834087913348	2086.307696716144	66.33521978336869	26139.978666399224	646.4432202418477	677.6597942575506	14.307596423863833	117.06215255888591	22797.203865551037	3772.0026935641013	804.8364997088293	3077.4339217147117	317.3685024929796	117.06215255888591	1832.6730328385581	213.31325577396987	2551.954925783713	589.2128345463924	117.06215255888591	20319.388303054617	117.06215255888591	14.307596423863833	117.06215255888591	45.52417043956674	152.18079832655167	Caffeine treatment without arginine supplementation.
Inj00178-Positive-A3.d.DeMP	7124.928821656051	6716.100955414012	897.5894904458598	79.10111464968152	2671.952388535032	3901.766560509554	1265.6178343949043	9729.437101910828	7124.928821656051	25916.855732484073	5914.265445859872	2592.85127388535	3746.0622611464964	442.96624203821654	1223.153025477707	5731.083917197452	2614.5	2614.5	116.5700636942675	1842.6396496815285	79.10111464968152	22120.00222929936	604.4990445859872	323.8982484076433	101.58248407643312	2614.5	35945.21178343949	1163.2027070063693	35.80366242038216	2259.793949044586	326.39617834394903	2604.5082802547768	632.8089171974522	519.5694267515923	1744.3877388535032	28.309872611464964	2614.5	1981.6910828025477	2544.557961783439	101.58248407643312	2614.5	138.2187898089172	1215.6592356687897	Low arginine supplementation without caffeine treatment.
